yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2016,KCA,AL,escobal02,162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0
2017,KCA,AL,escobal02,162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0
2018,KCA,AL,escobal02,140,139,140,140,0,0,0,3,29,104,0,6,0,6,0,0,0
2021,WAS,NL,escobal02,75,75,75,75,0,0,0,17,0,61,0,0,0,0,0,0,0
2022,WAS,NL,escobal02,42,36,40,41,2,0,0,2,0,37,0,0,0,0,0,0,4
2015,MIN,AL,escobed01,127,114,127,116,0,0,0,11,5,71,35,0,1,36,8,6,1
2016,MIN,AL,escobed01,105,88,105,99,1,0,0,6,23,71,2,0,0,2,2,11,1
2017,MIN,AL,escobed01,129,113,129,104,0,1,0,9,79,16,2,0,0,2,20,15,0
2018,ARI,NL,escobed01,54,51,54,54,0,0,0,0,54,0,0,0,0,0,0,1,0
2018,MIN,AL,escobed01,97,94,97,97,0,0,0,1,77,21,0,0,0,0,0,3,0
2019,ARI,NL,escobed01,158,154,158,155,0,0,0,33,144,0,0,0,0,0,1,3,0
2020,ARI,NL,escobed01,54,53,54,50,0,0,0,3,47,0,0,0,0,0,4,0,0
2021,ARI,NL,escobed01,98,92,98,96,0,0,0,42,65,1,0,0,0,0,0,6,0
2021,MIL,NL,escobed01,48,46,48,46,0,0,18,0,34,0,0,0,0,0,0,2,0
2022,NYN,NL,escobed01,136,130,136,130,0,0,0,2,130,0,0,0,0,0,6,3,1
2023,LAA,AL,escobed01,60,41,59,51,3,0,5,11,36,0,0,0,0,0,2,14,0
2023,NYN,NL,escobed01,40,32,40,35,0,0,0,9,29,1,0,0,0,0,3,3,2
2016,ARI,NL,escobed02,25,2,24,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2019,PIT,NL,escoblu01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,escobyu01,139,138,139,134,0,0,0,0,134,0,0,0,0,0,3,1,0
2016,LAA,AL,escobyu01,132,130,132,129,0,0,0,0,129,0,0,0,0,0,0,2,0
2017,LAA,AL,escobyu01,89,88,89,87,0,0,0,0,87,0,0,0,0,0,1,1,0
2019,BAL,AL,eshelto01,10,4,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2020,BAL,AL,eshelto01,12,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2021,BAL,AL,eshelto01,9,6,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2023,SDN,NL,espadjo01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,espinan01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,espinda01,118,95,118,105,0,0,5,81,16,8,5,0,0,5,0,13,2
2016,WAS,NL,espinda01,157,152,157,157,0,0,0,0,0,157,0,0,0,0,0,1,1
2017,LAA,AL,espinda01,77,64,77,71,0,0,0,71,0,0,0,0,0,0,1,7,3
2017,SEA,AL,espinda01,8,4,8,8,0,0,2,1,3,2,0,0,0,0,0,1,1
2017,TBA,AL,espinda01,8,6,8,7,0,0,0,6,1,2,0,0,0,0,0,1,0
2017,MIL,NL,espinpa01,6,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,espinpa01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2020,WAS,NL,espinpa01,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,espinpa01,35,19,32,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,espinpa01,42,19,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2023,WAS,NL,espinpa01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2024,TOR,AL,espinpa01,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,BOS,AL,espinra01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,espinra01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,TOR,AL,espinsa01,27,19,26,24,2,0,0,0,2,21,0,0,0,0,0,0,4
2021,TOR,AL,espinsa01,92,62,92,81,0,0,0,0,81,0,0,0,0,0,6,12,7
2022,TOR,AL,espinsa01,135,119,135,134,0,0,0,120,11,11,0,0,0,0,0,14,0
2023,TOR,AL,espinsa01,93,60,93,84,0,0,0,47,26,16,0,0,0,0,1,21,2
2024,CIN,NL,espinsa01,118,99,118,105,0,0,0,33,67,6,6,0,2,8,11,12,0
2023,OAK,AL,estesjo01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2024,OAK,AL,estesjo01,25,24,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2016,COL,NL,estevca01,63,0,58,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2017,COL,NL,estevca01,35,0,32,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2019,COL,NL,estevca01,71,0,67,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2020,COL,NL,estevca01,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2021,COL,NL,estevca01,64,0,61,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,estevca01,62,0,1,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAA,AL,estevca01,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAA,AL,estevca01,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2024,PHI,NL,estevca01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,estraje01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2023,CHN,NL,estraje01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2024,SDN,NL,estraje01,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOR,AL,estrama01,34,28,2,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOR,AL,estrama01,29,29,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,estrama01,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2018,TOR,AL,estrama01,28,28,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2019,OAK,AL,estrama01,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYA,AL,estrath01,35,16,35,28,0,0,0,17,0,9,2,0,2,4,1,3,7
2020,NYA,AL,estrath01,26,15,26,25,0,0,0,20,6,3,0,0,0,0,0,1,3
2021,SFN,NL,estrath01,52,27,52,40,0,0,0,16,4,19,4,0,1,5,0,17,2
2022,SFN,NL,estrath01,140,129,140,139,0,0,0,102,3,37,18,1,0,19,0,7,3
2023,SFN,NL,estrath01,120,119,120,118,0,0,0,102,0,24,3,0,0,3,2,0,0
2024,SFN,NL,estrath01,96,94,96,94,0,0,0,94,0,0,0,0,0,0,1,1,0
2015,LAN,NL,ethiean01,142,106,142,127,0,0,0,0,0,0,51,1,80,127,1,27,0
2016,LAN,NL,ethiean01,16,3,16,4,0,0,0,0,0,0,4,0,0,4,1,12,0
2017,LAN,NL,ethiean01,22,8,22,8,0,0,0,0,0,0,8,0,0,8,0,14,0
2020,TEX,AL,evansde01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,TEX,AL,evansde01,25,0,3,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYN,NL,evansph01,19,6,19,8,0,0,0,2,6,0,0,0,0,0,0,13,0
2018,NYN,NL,evansph01,15,4,15,6,0,0,1,2,3,0,1,0,0,1,0,10,0
2020,PIT,NL,evansph01,11,11,11,11,0,0,1,0,8,0,1,0,1,2,0,0,0
2021,PIT,NL,evansph01,76,53,76,59,1,0,20,0,14,0,16,0,15,29,1,20,1
2015,ATL,NL,evelada01,10,0,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2016,TBA,AL,evelada01,33,0,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2024,TEX,AL,fabiasa01,3,2,3,3,0,0,0,0,0,0,2,0,1,3,0,0,0
2022,DET,AL,faedoal01,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2023,DET,AL,faedoal01,15,12,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2024,DET,AL,faedoal01,37,6,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2019,TBA,AL,fairbpe01,13,0,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2019,TEX,AL,fairbpe01,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2020,TBA,AL,fairbpe01,27,2,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2021,TBA,AL,fairbpe01,47,0,5,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,fairbpe01,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2023,TBA,AL,fairbpe01,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2024,TBA,AL,fairbpe01,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2021,ARI,NL,faircst01,12,4,12,8,0,0,0,0,0,0,2,5,1,8,0,5,1
2022,CIN,NL,faircst01,38,26,38,34,0,0,0,0,0,0,20,15,4,34,0,3,5
2022,SEA,AL,faircst01,3,0,3,2,0,0,0,0,0,0,2,0,0,2,0,1,0
2022,SFN,NL,faircst01,5,3,5,5,0,0,0,0,0,0,0,5,0,5,0,0,0
2023,CIN,NL,faircst01,97,65,97,94,0,0,0,0,0,0,45,27,30,102,3,11,10
2024,CIN,NL,faircst01,94,54,94,84,0,0,0,0,0,0,10,59,22,84,8,27,4
2021,PHI,NL,falteba01,22,1,21,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,falteba01,20,16,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2023,PHI,NL,falteba01,8,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2023,PIT,NL,falteba01,10,7,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2024,PIT,NL,falteba01,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2015,NYN,NL,familje01,76,0,74,76,76,0,0,0,0,0,0,0,0,0,0,0,0
2016,NYN,NL,familje01,78,0,74,78,78,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYN,NL,familje01,26,0,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2018,NYN,NL,familje01,40,0,39,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2018,OAK,AL,familje01,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYN,NL,familje01,66,0,61,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2020,NYN,NL,familje01,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYN,NL,familje01,65,0,60,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,familje01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,familje01,38,0,1,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2023,OAK,AL,familje01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2021,CHN,NL,fargajo01,15,6,15,9,0,0,0,0,0,0,2,5,2,9,0,6,2
2021,NYN,NL,fargajo01,7,7,7,7,0,0,0,0,0,0,0,7,0,7,0,0,0
2017,TBA,AL,fariaja01,16,14,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2018,TBA,AL,fariaja01,17,12,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2019,MIL,NL,fariaja01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2019,TBA,AL,fariaja01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2021,ARI,NL,fariaja01,24,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2023,BOS,AL,fariaja01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,DET,AL,farmebu01,14,5,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2016,DET,AL,farmebu01,14,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,farmebu01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2018,DET,AL,farmebu01,66,1,4,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2019,DET,AL,farmebu01,73,1,5,73,73,0,0,0,0,0,0,0,0,0,0,0,0
2020,DET,AL,farmebu01,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2021,DET,AL,farmebu01,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,farmebu01,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2023,CIN,NL,farmebu01,71,0,1,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2024,CIN,NL,farmebu01,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,farmeky01,20,1,20,8,0,3,1,0,4,0,0,0,0,0,0,13,0
2018,LAN,NL,farmeky01,39,14,39,24,0,1,1,0,22,0,0,0,0,0,0,21,0
2019,CIN,NL,farmeky01,97,35,97,71,1,15,18,41,12,1,0,0,0,0,1,39,1
2020,CIN,NL,farmeky01,32,19,32,32,0,0,1,13,2,15,2,0,0,2,0,0,1
2021,CIN,NL,farmeky01,147,128,147,143,0,0,5,9,10,121,2,0,0,2,0,6,1
2022,CIN,NL,farmeky01,145,142,145,133,0,0,2,0,36,98,0,0,0,0,10,3,0
2023,MIN,AL,farmeky01,120,79,120,117,0,0,4,45,43,40,3,0,0,3,1,19,1
2024,MIN,AL,farmeky01,107,59,107,102,3,0,1,71,29,13,0,0,0,0,2,23,2
2015,SEA,AL,farquda01,43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2016,TBA,AL,farquda01,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,farquda01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,farquda01,37,0,2,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHA,AL,farquda01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,farrelu01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,farrelu01,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHN,NL,farrelu01,20,2,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2019,TEX,AL,farrelu01,9,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2020,TEX,AL,farrelu01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIN,AL,farrelu01,20,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,farrelu01,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,farrelu01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,fauchca01,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2023,TBA,AL,fauchca01,17,4,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2024,MIA,NL,fauchca01,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2015,TEX,AL,faulkan01,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2016,TEX,AL,faulkan01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2015,LAA,AL,feathta01,101,42,101,90,0,0,0,33,39,22,0,0,0,0,2,5,22
2016,PHI,NL,feathta01,19,3,19,4,0,0,0,4,0,0,0,0,0,0,0,15,0
2017,TBA,AL,feathta01,17,10,17,17,0,0,2,11,2,3,0,0,0,0,0,3,0
2017,WAS,NL,feddeer01,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,WAS,NL,feddeer01,11,11,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2019,WAS,NL,feddeer01,21,12,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2020,WAS,NL,feddeer01,11,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,feddeer01,29,27,28,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,feddeer01,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2024,CHA,AL,feddeer01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2024,SLN,NL,feddeer01,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHN,NL,federti01,17,7,17,12,0,12,0,0,0,0,0,0,0,0,0,9,0
2017,SFN,NL,federti01,13,1,13,7,0,6,1,0,0,0,0,0,0,0,0,7,0
2018,CIN,NL,federti01,5,1,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0
2018,HOU,AL,federti01,10,8,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0
2019,TEX,AL,federti01,29,23,29,29,1,29,0,0,0,0,0,0,0,0,0,0,0
2024,LAN,NL,feduchu01,5,3,5,4,0,4,0,0,0,0,0,0,0,0,0,2,0
2019,TOR,AL,feierry01,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2024,PIT,NL,feiglbr01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,HOU,AL,feldmsc01,18,18,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2016,HOU,AL,feldmsc01,26,5,2,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOR,AL,feldmsc01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,feldmsc01,21,21,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIL,NL,felicma01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,MIL,NL,felicma01,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2023,OAK,AL,felipan01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2015,HOU,AL,felizmi01,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2016,HOU,AL,felizmi01,47,0,2,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2017,HOU,AL,felizmi01,46,0,3,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2018,PIT,NL,felizmi01,47,0,44,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2019,PIT,NL,felizmi01,58,1,54,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2020,PIT,NL,felizmi01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,BOS,AL,felizmi01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,CIN,NL,felizmi01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2021,OAK,AL,felizmi01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,PIT,NL,felizmi01,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,felizmi01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,DET,AL,felizne01,30,0,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2015,TEX,AL,felizne01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2016,PIT,NL,felizne01,62,0,57,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,felizne01,20,0,3,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,felizne01,29,0,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2021,LAN,NL,felizne01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,PHI,NL,felizne01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,COL,NL,feltnry01,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,feltnry01,20,19,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2023,COL,NL,feltnry01,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2024,COL,NL,feltnry01,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2018,LAN,NL,ferguca01,30,3,28,29,29,0,0,0,0,0,0,0,0,0,0,0,1
2019,LAN,NL,ferguca01,46,2,42,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2020,LAN,NL,ferguca01,21,1,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,ferguca01,37,1,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAN,NL,ferguca01,68,7,2,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2024,HOU,AL,ferguca01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYA,AL,ferguca01,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2024,OAK,AL,ferguty01,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,fermifr01,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2023,KCA,AL,fermifr01,70,55,70,65,0,65,0,0,0,0,0,0,0,0,2,4,2
2024,KCA,AL,fermifr01,111,90,111,91,0,91,0,0,0,0,0,0,0,0,22,5,2
2023,SLN,NL,fermijo01,21,16,21,18,0,0,0,10,8,0,0,0,0,0,1,1,2
2024,SLN,NL,fermijo01,45,15,45,22,0,0,0,11,13,0,1,0,0,1,14,21,6
2015,MIA,NL,fernajo02,11,11,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2016,MIA,NL,fernajo02,30,29,28,29,29,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAA,AL,fernajo03,36,30,36,31,0,0,28,1,2,0,0,0,0,0,2,5,0
2018,TOR,AL,fernajo04,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2019,DET,AL,fernajo04,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,SLN,NL,fernaju01,13,0,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2020,SLN,NL,fernaju01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,SLN,NL,fernaju01,18,0,16,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,fernaju01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,fernaju01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2021,COL,NL,fernaju02,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2024,SLN,NL,fernary01,62,0,2,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2015,DET,AL,ferreje01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,ferreje01,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2023,WAS,NL,ferrejo01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2024,WAS,NL,ferrejo01,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2024,MIN,AL,festada01,14,13,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2018,SEA,AL,festama01,8,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2019,SEA,AL,festama01,20,0,2,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,festama01,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2023,SEA,AL,festama01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYN,NL,festama01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,TEX,AL,festama01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2020,MIL,NL,feyerjo01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIL,NL,feyerjo01,21,0,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2021,TBA,AL,feyerjo01,34,0,3,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,feyerjo01,22,2,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAN,NL,feyerjo01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2015,DET,AL,fieldda01,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,HOU,AL,fieldjo03,54,0,4,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2016,HOU,AL,fieldjo03,15,0,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAN,NL,fieldjo03,22,0,21,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,fieldjo03,57,0,55,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2018,LAN,NL,fieldjo03,45,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
2018,MIN,AL,fieldjo04,21,15,21,20,0,0,0,0,0,0,11,2,7,20,1,2,1
2018,TBA,AL,fieldjo04,63,43,62,55,1,0,0,0,0,0,23,13,25,54,2,3,6
2015,TEX,AL,fieldpr01,158,157,158,18,0,0,18,0,0,0,0,0,0,0,139,1,0
2016,TEX,AL,fieldpr01,89,88,89,9,0,0,9,0,0,0,0,0,0,0,80,1,0
2015,TEX,AL,fieldth01,14,12,14,14,0,0,0,14,0,1,0,0,0,0,0,1,1
2015,MIN,AL,fienca01,62,0,3,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAN,NL,fienca01,25,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2016,MIN,AL,fienca01,14,0,4,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,fienca01,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,SEA,AL,fienca01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2015,HOU,AL,fiersmi01,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2015,MIL,NL,fiersmi01,21,21,18,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2016,HOU,AL,fiersmi01,31,30,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2017,HOU,AL,fiersmi01,30,28,2,29,29,0,0,0,0,0,0,0,0,0,0,0,1
2018,DET,AL,fiersmi01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2018,OAK,AL,fiersmi01,10,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2019,OAK,AL,fiersmi01,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2020,OAK,AL,fiersmi01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2021,OAK,AL,fiersmi01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,NYA,AL,figueco01,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2016,PIT,NL,figueco01,23,2,23,9,0,0,0,5,2,2,0,0,0,0,0,14,1
2018,KCA,AL,fillmhe01,17,13,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2019,KCA,AL,fillmhe01,12,3,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2015,CIN,NL,finnebr01,6,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2015,KCA,AL,finnebr01,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2016,CIN,NL,finnebr01,33,31,31,31,31,0,0,0,0,0,0,0,0,0,0,2,0
