playerID,yearID,gameNum,gameID,teamID,lgID,GP,startingPos
profaju01,2024,0,ALS202407160,SDN,NL,1,7
pujolal01,2015,0,NLS201507140,LAA,AL,1,3
pujolal01,2022,0,NLS202207190,SLN,NL,1,
quintjo01,2016,0,ALS201607120,CHA,AL,1,
raganco01,2024,0,ALS202407160,KCA,AL,1,
ramirjo01,2017,0,NLS201707110,CLE,AL,1,5
ramirjo01,2018,0,NLS201807170,CLE,AL,1,5
ramirjo01,2021,0,NLS202107130,CLE,AL,1,
ramirjo01,2022,0,NLS202207190,CLE,AL,1,
ramirjo01,2023,0,ALS202307110,CLE,AL,1,
ramirjo01,2024,0,ALS202407160,CLE,AL,1,5
ramosaj01,2016,0,ALS201607120,MIA,NL,0,
ramoshe02,2024,0,ALS202407160,SFN,NL,1,
ramoswi01,2016,0,ALS201607120,WAS,NL,1,
ramoswi01,2018,0,NLS201807170,TBA,AL,0,
rayro02,2017,0,NLS201707110,ARI,NL,0,
realmjt01,2018,0,NLS201807170,MIA,NL,1,
realmjt01,2019,0,ALS201907090,PHI,NL,1,
realmjt01,2021,0,NLS202107130,PHI,NL,1,2
rendoan01,2019,0,ALS201907090,WAS,NL,0,
reyesal02,2021,0,NLS202107130,SLN,NL,0,
reynobr01,2021,0,NLS202107130,PIT,NL,1,8
reynobr01,2024,0,ALS202407160,PIT,NL,1,
rileyau01,2022,0,NLS202207190,ATL,NL,1,
rileyau01,2023,0,ALS202307110,ATL,NL,1,
riverfe01,2018,0,NLS201807170,PIT,NL,1,
riverfe01,2019,0,ALS201907090,PIT,NL,0,
rizzoan01,2015,0,NLS201507140,CHN,NL,1,10
rizzoan01,2016,0,ALS201607120,CHN,NL,1,3
roberlu01,2023,0,ALS202307110,CHA,AL,0,
rodnefe01,2016,0,ALS201607120,MIA,NL,1,
rodonca01,2021,0,NLS202107130,CHA,AL,0,
rodonca01,2022,0,NLS202207190,SFN,NL,0,
rodrifr03,2015,0,NLS201507140,MIL,NL,1,
rodriju01,2022,0,NLS202207190,SEA,AL,1,
rodriju01,2023,0,ALS202307110,SEA,AL,1,
rogerta01,2021,0,NLS202107130,MIN,AL,0,
rogertr01,2021,0,NLS202107130,MIA,NL,1,
romanjo03,2022,0,NLS202207190,TOR,AL,0,
romanjo03,2023,0,ALS202307110,TOR,AL,1,
rookebr01,2023,0,ALS202307110,OAK,AL,1,
rosentr01,2015,0,NLS201507140,SLN,NL,0,
russead02,2016,0,ALS201607120,CHN,NL,1,6
rutscad01,2023,0,ALS202307110,BAL,AL,1,
rutscad01,2024,0,ALS202407160,BAL,AL,1,2
ryuhy01,2019,0,ALS201907090,LAN,NL,1,1
salazda01,2016,0,ALS201607120,CLE,AL,0,
salech01,2015,0,NLS201507140,CHA,AL,0,
salech01,2016,0,ALS201607120,CHA,AL,1,1
salech01,2017,0,NLS201707110,BOS,AL,1,1
salech01,2018,0,NLS201807170,BOS,AL,1,1
salech01,2024,0,ALS202407160,ATL,NL,0,
sanchaa01,2016,0,ALS201607120,TOR,AL,1,
sanchcr01,2024,0,ALS202407160,PHI,NL,1,
sanchga02,2017,0,NLS201707110,NYA,AL,1,
sanchga02,2019,0,ALS201907090,NYA,AL,1,2
sanomi01,2017,0,NLS201707110,MIN,AL,1,
santaan02,2024,0,ALS202407160,BAL,AL,1,
santaca01,2019,0,ALS201907090,CLE,AL,1,3
santaer01,2017,0,NLS201707110,MIN,AL,1,
santihe01,2015,0,NLS201507140,LAA,AL,0,
saundmi01,2016,0,ALS201607120,TOR,AL,1,
scherma01,2015,0,NLS201507140,WAS,NL,0,
scherma01,2016,0,ALS201607120,WAS,NL,1,
scherma01,2017,0,NLS201707110,WAS,NL,1,1
scherma01,2018,0,NLS201807170,WAS,NL,1,1
scherma01,2019,0,ALS201907090,WAS,NL,0,
scherma01,2021,0,NLS202107130,WAS,NL,1,1
schoojo01,2017,0,NLS201707110,BAL,AL,1,
schwaky01,2021,0,NLS202107130,WAS,NL,0,
schwaky01,2022,0,NLS202207190,PHI,NL,1,
scottta01,2024,0,ALS202407160,MIA,NL,1,
seageco01,2016,0,ALS201607120,LAN,NL,1,
seageco01,2017,0,NLS201707110,LAN,NL,1,
seageco01,2022,0,NLS202207190,TEX,AL,1,
seageco01,2023,0,ALS202307110,TEX,AL,1,6
seageco01,2024,0,ALS202407160,TEX,AL,1,
segurje01,2018,0,NLS201807170,SEA,AL,1,
semiema01,2021,0,NLS202107130,TOR,AL,1,4
semiema01,2023,0,ALS202307110,TEX,AL,1,4
semiema01,2024,0,ALS202407160,TEX,AL,1,4
sengako01,2023,0,ALS202307110,NYN,NL,0,
severlu01,2017,0,NLS201707110,NYA,AL,0,
severlu01,2018,0,NLS201807170,NYA,AL,1,
skenepa01,2024,0,ALS202407160,PIT,NL,1,1
skubata01,2024,0,ALS202407160,DET,AL,1,
smithwi04,2019,0,ALS201907090,SFN,NL,1,
smithwi05,2023,0,ALS202307110,LAN,NL,1,
smithwi05,2024,0,ALS202407160,LAN,NL,1,
smoakju01,2017,0,NLS201707110,TOR,AL,1,3
snellbl01,2018,0,NLS201807170,TBA,AL,1,
solerjo01,2023,0,ALS202307110,MIA,NL,1,
sorokmi01,2019,0,ALS201907090,ATL,NL,1,
sotogr01,2021,0,NLS202107130,DET,AL,1,
sotogr01,2022,0,NLS202207190,DET,AL,1,
sotoju01,2021,0,NLS202107130,WAS,NL,1,
sotoju01,2022,0,NLS202207190,WAS,NL,1,
sotoju01,2023,0,ALS202307110,SDN,NL,1,
sotoju01,2024,0,ALS202407160,NYA,AL,1,9
springe01,2017,0,NLS201707110,HOU,AL,1,7
springe01,2018,0,NLS201807170,HOU,AL,1,
springe01,2019,0,ALS201907090,HOU,AL,1,9
springe01,2022,0,NLS202207190,TOR,AL,0,
stantmi03,2015,0,NLS201507140,MIA,NL,0,
stantmi03,2017,0,NLS201707110,MIA,NL,1,10
stantmi03,2022,0,NLS202207190,NYA,AL,1,7
steelju01,2023,0,ALS202307110,CHN,NL,1,
storytr01,2018,0,NLS201807170,COL,NL,1,
storytr01,2019,0,ALS201907090,COL,NL,1,
strahma01,2024,0,ALS202407160,PHI,NL,1,
strasst01,2016,0,ALS201607120,WAS,NL,0,
strasst01,2017,0,NLS201707110,WAS,NL,0,
stridsp01,2023,0,ALS202307110,ATL,NL,0,
stripro01,2018,0,NLS201807170,LAN,NL,1,
stromma01,2023,0,ALS202307110,CHN,NL,0,
suareeu01,2018,0,NLS201807170,CIN,NL,1,
suarera01,2024,0,ALS202407160,PHI,NL,0,
suarero01,2024,0,ALS202407160,SDN,NL,1,
swansda01,2022,0,NLS202207190,ATL,NL,1,
swansda01,2023,0,ALS202307110,CHN,NL,0,
syndeno01,2016,0,ALS201607120,NYN,NL,0,
tanakma01,2019,0,ALS201907090,NYA,AL,1,
tatisfe02,2021,0,NLS202107130,SDN,NL,1,6
tatisfe02,2024,0,ALS202407160,SDN,NL,0,
tayloch03,2021,0,NLS202107130,LAN,NL,1,
teherju01,2016,0,ALS201607120,ATL,NL,1,
teixema01,2015,0,NLS201507140,NYA,AL,1,
torregl01,2018,0,NLS201807170,NYA,AL,0,
torregl01,2019,0,ALS201907090,NYA,AL,1,
treinbl01,2018,0,NLS201807170,OAK,AL,1,
trevijo01,2022,0,NLS202207190,NYA,AL,1,
troutmi01,2015,0,NLS201507140,LAA,AL,1,8
troutmi01,2016,0,ALS201607120,LAA,AL,1,8
troutmi01,2017,0,NLS201707110,LAA,AL,0,
troutmi01,2018,0,NLS201807170,LAA,AL,1,8
troutmi01,2019,0,ALS201907090,LAA,AL,1,8
troutmi01,2021,0,NLS202107130,LAA,AL,0,
troutmi01,2022,0,NLS202207190,LAA,AL,0,
troutmi01,2023,0,ALS202307110,LAA,AL,0,
trumbma01,2016,0,ALS201607120,BAL,AL,1,
tuckeky01,2022,0,NLS202207190,HOU,AL,1,
tuckeky01,2023,0,ALS202307110,HOU,AL,1,
tuckeky01,2024,0,ALS202407160,HOU,AL,0,
tulowtr01,2015,0,NLS201507140,COL,NL,1,
turneju01,2017,0,NLS201707110,LAN,NL,1,
turneju01,2021,0,NLS202107130,LAN,NL,1,
turnetr01,2021,0,NLS202107130,WAS,NL,1,
turnetr01,2022,0,NLS202207190,LAN,NL,1,6
turnetr01,2024,0,ALS202407160,PHI,NL,1,6
uptonju01,2015,0,NLS201507140,SDN,NL,1,
uptonju01,2017,0,NLS201707110,DET,AL,1,
valdefr01,2022,0,NLS202207190,HOU,AL,1,
valdefr01,2023,0,ALS202307110,HOU,AL,0,
vargaja01,2017,0,NLS201707110,KCA,AL,1,
verlaju01,2018,0,NLS201807170,HOU,AL,0,
verlaju01,2019,0,ALS201907090,HOU,AL,1,1
verlaju01,2022,0,NLS202207190,HOU,AL,0,
vogelda01,2019,0,ALS201907090,SEA,AL,1,
vogtst01,2015,0,NLS201507140,OAK,AL,1,
vogtst01,2016,0,ALS201607120,OAK,AL,0,
vottojo01,2017,0,NLS201707110,CIN,NL,1,
vottojo01,2018,0,NLS201807170,CIN,NL,1,
wachami01,2015,0,NLS201507140,SLN,NL,0,
walketa01,2021,0,NLS202107130,NYN,NL,1,
walshja01,2021,0,NLS202107130,LAA,AL,1,
webblo01,2024,0,ALS202407160,SFN,NL,1,
wendljo01,2021,0,NLS202107130,TBA,AL,1,
westbjo01,2024,0,ALS202407160,BAL,AL,1,
wheelza01,2021,0,NLS202107130,PHI,NL,0,
wheelza01,2024,0,ALS202407160,PHI,NL,0,
wietema01,2016,0,ALS201607120,BAL,AL,1,
willide03,2022,0,NLS202207190,MIL,NL,1,
willide03,2023,0,ALS202307110,MIL,NL,0,
winkeje01,2021,0,NLS202107130,CIN,NL,1,7
wittbo02,2024,0,ALS202407160,KCA,AL,1,
woodal02,2017,0,NLS201707110,LAN,NL,1,
woodrbr01,2019,0,ALS201907090,MIL,NL,1,
woodrbr01,2021,0,NLS202107130,MIL,NL,0,
wrighst01,2016,0,ALS201607120,BOS,AL,0,
yateski01,2019,0,ALS201907090,SDN,NL,0,
yateski01,2024,0,ALS202407160,TEX,AL,1,
yelicch01,2018,0,NLS201807170,MIL,NL,1,
yelicch01,2019,0,ALS201907090,MIL,NL,1,7
yelicch01,2024,0,ALS202407160,MIL,NL,1,9
zimmery01,2017,0,NLS201707110,WAS,NL,1,3
zobribe01,2016,0,ALS201607120,CHN,NL,1,4
zuninmi01,2021,0,NLS202107130,TBA,AL,1,
