playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
dazayo01,2019,1,COL,NL,OF,29,24,585,49,4,2,0,,,,,
dazayo01,2021,1,COL,NL,OF,79,71,1866,159,3,1,0,,,,,
dazayo01,2022,1,COL,NL,OF,112,94,2519,252,3,6,1,,,,,
dazayo01,2023,1,COL,NL,OF,25,20,513,49,0,0,0,,,,,
deanau01,2018,1,MIA,NL,OF,31,31,737,57,1,1,0,,,,,
deanau01,2019,1,MIA,NL,1B,5,4,96,27,2,0,3,,,,,
deanau01,2019,1,MIA,NL,OF,49,42,1069,69,3,4,0,,,,,
deanau01,2020,1,SLN,NL,1B,1,0,6,2,0,0,0,,,,,
deanau01,2020,1,SLN,NL,OF,2,2,39,2,0,0,0,,,,,
deanau01,2021,1,SLN,NL,OF,9,4,134,13,0,0,0,,,,,
deanau01,2022,1,SFN,NL,OF,3,2,57,4,0,0,0,,,,,
deanpa02,2016,1,MIN,AL,P,19,9,202,1,8,0,0,,,,,
deazaal01,2015,1,BAL,AL,OF,27,27,676,56,2,1,0,,,,,
deazaal01,2015,2,BOS,AL,OF,52,41,1162,64,2,0,0,,,,,
deazaal01,2015,3,SFN,NL,OF,17,13,376,33,0,1,0,,,,,
deazaal01,2016,1,NYN,NL,OF,76,45,1377,106,0,2,0,,,,,
deazaal01,2017,1,WAS,NL,OF,23,14,421,27,2,2,1,,,,,
deckeco01,2015,1,SDN,NL,1B,3,1,30,5,2,0,1,,,,,
deckeja01,2015,1,PIT,NL,P,1,0,3,0,1,0,0,,,,,
deckeja01,2015,1,PIT,NL,OF,9,4,156,8,1,2,0,,,,,
deckeja01,2016,1,TBA,AL,OF,16,12,360,28,3,0,1,,,,,
deckeja01,2017,1,OAK,AL,OF,15,15,395,33,2,2,1,,,,,
dedunsa01,2015,1,HOU,AL,P,9,2,63,2,1,0,0,,,,,
deetzde01,2018,1,HOU,AL,P,4,0,10,0,0,0,0,,,,,
defraju01,2015,1,PHI,NL,P,61,0,240,10,3,2,1,,,,,
degeubr01,2021,2,ARI,NL,P,28,0,70,3,4,1,1,,,,,
degeubr01,2021,1,TEX,AL,P,19,0,80,0,4,0,0,,,,,
degeubr01,2024,2,MIA,NL,P,7,0,17,0,1,0,0,,,,,
degeubr01,2024,1,SEA,AL,P,4,0,10,0,1,0,0,,,,,
degeubr01,2024,3,TOR,AL,P,2,0,7,0,0,1,0,,,,,
degotal01,2021,1,HOU,AL,2B,2,2,48,2,0,0,0,,,,,
degroja01,2015,1,NYN,NL,P,30,30,573,17,32,0,3,,,,,
degroja01,2016,1,NYN,NL,P,24,24,444,14,21,2,2,,,,,
degroja01,2017,1,NYN,NL,P,31,31,604,6,25,1,1,,,,,
degroja01,2018,1,NYN,NL,P,32,32,651,21,23,1,2,,,,,
degroja01,2019,1,NYN,NL,P,32,32,612,24,17,1,0,,,,,
degroja01,2020,1,NYN,NL,P,12,12,204,7,8,0,0,,,,,
degroja01,2021,1,NYN,NL,P,15,15,276,6,7,0,0,,,,,
degroja01,2022,1,NYN,NL,P,11,11,193,5,1,0,0,,,,,
degroja01,2023,1,TEX,AL,P,6,6,91,1,1,0,0,,,,,
degroja01,2024,1,TEX,AL,P,3,3,32,0,1,0,0,,,,,
deichgr01,2021,1,CHN,NL,OF,9,6,171,11,1,1,0,,,,,
dejesan01,2022,1,DET,AL,P,8,0,38,1,2,0,0,,,,,
dejesda01,2015,2,LAA,AL,OF,15,10,291,12,0,0,0,,,,,
dejesda01,2015,1,TBA,AL,OF,53,45,1169,89,3,1,0,,,,,
dejesen01,2023,1,MIA,NL,P,2,0,19,2,1,0,0,,,,,
dejesiv02,2015,1,CIN,NL,1B,4,1,48,9,2,0,1,,,,,
dejesiv02,2015,1,CIN,NL,2B,20,13,400,25,50,0,9,,,,,
dejesiv02,2015,1,CIN,NL,3B,13,6,210,6,15,0,0,,,,,
dejesiv02,2015,1,CIN,NL,SS,10,8,241,15,24,3,6,,,,,
dejesiv02,2015,1,CIN,NL,OF,18,14,371,30,0,2,0,,,,,
dejesiv02,2016,1,CIN,NL,1B,12,4,157,44,0,1,5,,,,,
dejesiv02,2016,1,CIN,NL,2B,22,9,332,21,35,0,10,,,,,
dejesiv02,2016,1,CIN,NL,3B,14,7,243,5,16,1,1,,,,,
dejesiv02,2016,1,CIN,NL,SS,30,22,646,41,73,1,16,,,,,
dejesiv02,2016,1,CIN,NL,OF,1,0,3,0,0,0,0,,,,,
dejonch01,2017,1,SEA,AL,P,7,4,85,2,2,0,0,,,,,
dejonch01,2018,1,MIN,AL,P,4,4,53,2,2,1,1,,,,,
dejonch01,2019,1,MIN,AL,P,1,0,3,0,0,0,0,,,,,
dejonch01,2020,1,HOU,AL,P,3,2,22,0,0,0,0,,,,,
dejonch01,2021,1,PIT,NL,P,9,9,131,1,8,1,2,,,,,
dejonch01,2022,1,PIT,NL,P,42,0,215,3,4,1,0,,,,,
dejonch01,2023,1,PIT,NL,P,6,0,34,2,0,0,0,,,,,
dejonpa01,2017,1,SLN,NL,2B,20,19,474,30,53,3,15,,,,,
dejonpa01,2017,1,SLN,NL,SS,86,85,2242,111,233,9,56,,,,,
dejonpa01,2018,1,SLN,NL,SS,114,111,3016,153,289,12,64,,,,,
dejonpa01,2019,1,SLN,NL,SS,157,156,4116,211,435,7,119,,,,,
dejonpa01,2020,1,SLN,NL,SS,45,45,1107,52,100,4,24,,,,,
dejonpa01,2021,1,SLN,NL,SS,107,100,2619,129,256,8,51,,,,,
dejonpa01,2022,1,SLN,NL,2B,1,1,21,2,5,1,2,,,,,
dejonpa01,2022,1,SLN,NL,SS,75,57,1611,79,191,6,46,,,,,
dejonpa01,2023,3,SFN,NL,2B,1,0,3,1,0,0,0,,,,,
dejonpa01,2023,3,SFN,NL,SS,16,13,343,18,34,2,4,,,,,
dejonpa01,2023,1,SLN,NL,SS,81,77,2062,93,196,3,37,,,,,
dejonpa01,2023,2,TOR,AL,SS,13,12,324,13,25,0,5,,,,,
dejonpa01,2024,1,CHA,AL,3B,11,10,266,9,15,2,0,,,,,
dejonpa01,2024,1,CHA,AL,SS,89,83,2187,110,163,12,29,,,,,
dejonpa01,2024,2,KCA,AL,3B,30,28,719,24,49,1,6,,,,,
dejonpa01,2024,2,KCA,AL,SS,1,0,3,0,0,0,0,,,,,
delabst01,2015,1,TOR,AL,P,31,0,88,2,2,0,0,,,,,
delabst01,2016,1,CIN,NL,P,7,0,24,1,0,0,0,,,,,
delacbr01,2021,1,MIA,NL,OF,57,53,1419,113,3,3,1,,,,,
delacbr01,2022,1,MIA,NL,OF,106,85,2388,168,5,5,1,,,,,
delacbr01,2023,1,MIA,NL,OF,164,146,3898,277,7,5,3,,,,,
delacbr01,2024,1,MIA,NL,OF,58,54,1419,96,6,1,1,,,,,
delacbr01,2024,2,PIT,NL,OF,44,41,1085,82,2,3,1,,,,,
delacel01,2023,1,CIN,NL,3B,32,29,777,25,47,1,5,,,,,
delacel01,2023,1,CIN,NL,SS,69,66,1773,110,154,13,30,,,,,
delacel01,2024,1,CIN,NL,SS,160,159,4173,247,360,29,70,,,,,
delacjo01,2016,1,ATL,NL,P,22,9,188,2,9,1,0,,,,,
delarjo01,2015,1,COL,NL,P,26,26,447,5,22,0,0,,,,,
delarjo01,2016,1,COL,NL,P,27,24,402,3,14,3,0,,,,,
delarjo01,2017,1,ARI,NL,P,65,0,154,5,6,0,0,,,,,
delarjo01,2018,1,ARI,NL,P,42,0,105,0,3,2,0,,,,,
delarjo01,2018,2,CHN,NL,P,17,0,63,0,1,0,0,,,,,
delarru01,2015,1,ARI,NL,P,32,32,566,26,17,0,3,,,,,
delarru01,2016,1,ARI,NL,P,13,10,152,5,3,0,0,,,,,
delarru01,2017,1,ARI,NL,P,9,0,23,0,1,0,0,,,,,
delayja01,2022,1,PIT,NL,C,57,49,1310,393,15,9,2,0,,37,9,
delayja01,2023,1,PIT,NL,C,68,53,1452,447,13,5,1,0,23,49,6,
delayja01,2024,1,PIT,NL,C,6,5,138,42,2,0,0,0,2,1,1,
delcaad01,2024,1,ARI,NL,C,24,19,539,171,7,3,1,0,7,27,2,
deleojo03,2016,1,LAN,NL,P,4,4,51,2,4,1,0,,,,,
deleojo03,2017,1,TBA,AL,P,1,0,8,1,0,0,0,,,,,
deleojo03,2019,1,TBA,AL,P,3,0,12,0,0,0,0,,,,,
deleojo03,2020,1,CIN,NL,P,5,0,18,1,0,0,0,,,,,
deleojo03,2021,1,CIN,NL,P,9,2,55,1,2,0,0,,,,,
deleojo03,2023,1,MIN,AL,P,13,1,52,0,1,0,0,,,,,
delgara01,2015,1,ARI,NL,P,64,1,216,5,7,0,0,,,,,
delgara01,2016,1,ARI,NL,P,79,0,225,3,8,0,2,,,,,
delgara01,2017,1,ARI,NL,P,26,5,188,7,8,0,0,,,,,
delgara01,2018,1,ARI,NL,P,10,0,34,0,1,0,0,,,,,
delmoni01,2017,1,CHA,AL,1B,4,3,84,29,1,0,4,,,,,
delmoni01,2017,1,CHA,AL,OF,27,25,664,66,1,1,0,,,,,
delmoni01,2018,1,CHA,AL,1B,7,6,156,46,2,1,6,,,,,
delmoni01,2018,1,CHA,AL,OF,76,68,1738,121,5,4,1,,,,,
delmoni01,2019,1,CHA,AL,1B,1,0,3,0,0,0,0,,,,,
delmoni01,2019,1,CHA,AL,OF,21,17,426,30,2,1,1,,,,,
delmoni01,2020,1,CHA,AL,OF,6,6,138,9,0,0,0,,,,,
deloaza01,2024,1,CHA,AL,OF,17,16,416,37,1,0,0,,,,,
delosab01,2015,1,WAS,NL,P,2,0,5,0,0,0,0,,,,,
delosab01,2016,1,CIN,NL,P,5,0,17,0,1,0,0,,,,,
delosen01,2018,1,PHI,NL,P,7,2,57,4,7,0,0,,,,,
delosen01,2019,1,PHI,NL,P,5,1,33,0,0,0,0,,,,,
delosen01,2021,1,PHI,NL,P,26,0,84,2,2,1,0,,,,,
delosen01,2021,2,PIT,NL,P,7,0,22,0,0,0,0,,,,,
delosen01,2022,1,CLE,AL,P,50,0,160,3,4,1,0,,,,,
delosen01,2023,1,CLE,AL,P,70,0,197,2,7,0,0,,,,,
delosen01,2024,3,CHA,AL,P,15,0,52,1,4,0,0,,,,,
delosen01,2024,2,NYA,AL,P,5,0,19,1,0,0,0,,,,,
delosen01,2024,1,SDN,NL,P,44,0,121,1,0,1,0,,,,,
deloslu03,2024,1,TOR,AL,1B,2,0,10,4,0,0,0,,,,,
deloslu03,2024,1,TOR,AL,3B,11,8,213,8,17,2,0,,,,,
deloslu03,2024,1,TOR,AL,OF,1,0,0,0,0,0,0,,,,,
delosye01,2022,1,PIT,NL,P,26,0,77,0,4,0,0,,,,,
delosye01,2023,1,PIT,NL,P,22,0,73,0,3,1,2,,,,,
delpomi01,2019,1,LAA,AL,P,17,0,28,1,0,0,0,,,,,
delpomi01,2020,1,PIT,NL,P,5,0,11,1,0,0,0,,,,,
delpomi01,2021,1,DET,AL,P,5,0,16,0,2,0,0,,,,,
delucjo01,2023,1,LAN,NL,OF,24,10,284,31,2,1,1,,,,,
delucjo01,2024,1,TBA,AL,OF,112,87,2382,219,6,2,2,,,,,
deluzbe01,2022,1,SLN,NL,OF,18,4,195,19,0,0,0,,,,,
demertr01,2019,1,DET,AL,OF,47,46,1235,104,0,1,0,,,,,
demertr01,2020,1,DET,AL,P,1,0,3,0,0,0,0,,,,,
demertr01,2020,1,DET,AL,OF,14,8,213,24,0,1,0,,,,,
demertr01,2022,1,ATL,NL,OF,26,25,648,52,2,0,0,,,,,
dendema01,2015,1,WAS,NL,OF,38,19,648,33,0,1,0,,,,,
dendema01,2016,1,WAS,NL,OF,12,6,220,24,0,0,0,,,,,
dendema01,2017,1,DET,AL,OF,3,1,42,6,0,0,0,,,,,
dendema01,2018,1,NYN,NL,OF,7,5,138,19,0,0,0,,,,,
denorch01,2015,1,CHN,NL,P,1,0,1,0,0,0,0,,,,,
denorch01,2015,1,CHN,NL,OF,75,45,1293,88,5,0,0,,,,,
depaujo02,2015,1,NYA,AL,P,1,0,10,0,0,0,0,,,,,
dermoma01,2016,1,TOR,AL,P,5,0,9,0,0,0,0,,,,,
dermoma01,2017,1,TOR,AL,P,23,0,67,3,0,0,0,,,,,
dermoma01,2020,1,CHN,NL,P,1,0,3,0,0,0,0,,,,,
dermoma01,2022,1,CHN,NL,P,1,0,3,0,0,0,0,,,,,
dermoma01,2023,1,BOS,AL,P,1,1,12,0,0,0,0,,,,,
descada01,2015,1,COL,NL,1B,7,2,75,29,1,0,1,,,,,
descada01,2015,1,COL,NL,2B,15,11,298,24,24,3,8,,,,,
descada01,2015,1,COL,NL,3B,5,4,103,3,12,0,1,,,,,
descada01,2015,1,COL,NL,SS,33,22,652,36,80,5,16,,,,,
descada01,2015,1,COL,NL,OF,1,0,1,0,0,0,0,,,,,
descada01,2016,1,COL,NL,1B,16,11,302,106,3,3,14,,,,,
descada01,2016,1,COL,NL,2B,14,11,308,17,33,1,8,,,,,
descada01,2016,1,COL,NL,3B,4,2,54,3,0,0,0,,,,,
descada01,2016,1,COL,NL,SS,31,31,763,41,65,3,16,,,,,
descada01,2016,1,COL,NL,OF,7,7,126,9,0,0,0,,,,,
descada01,2017,1,ARI,NL,P,2,0,6,0,0,0,0,,,,,
descada01,2017,1,ARI,NL,1B,19,8,270,84,6,0,6,,,,,
descada01,2017,1,ARI,NL,2B,45,37,1006,75,109,7,36,,,,,
descada01,2017,1,ARI,NL,3B,15,6,224,4,11,2,1,,,,,
descada01,2017,1,ARI,NL,SS,1,0,6,0,0,0,0,,,,,
descada01,2017,1,ARI,NL,OF,36,32,746,25,0,2,0,,,,,
descada01,2018,1,ARI,NL,P,2,0,10,0,0,0,0,,,,,
descada01,2018,1,ARI,NL,1B,11,5,170,63,2,2,9,,,,,
descada01,2018,1,ARI,NL,2B,52,48,1152,58,121,4,25,,,,,
descada01,2018,1,ARI,NL,3B,37,28,764,15,47,2,3,,,,,
descada01,2018,1,ARI,NL,OF,5,3,76,5,0,1,0,,,,,
descada01,2019,1,CHN,NL,P,1,0,3,0,0,0,0,,,,,
descada01,2019,1,CHN,NL,1B,1,0,3,0,0,0,0,,,,,
descada01,2019,1,CHN,NL,2B,45,38,905,54,95,3,26,,,,,
descada01,2019,1,CHN,NL,3B,3,0,12,0,0,0,0,,,,,
desclan01,2015,1,CIN,NL,P,31,31,554,14,21,2,0,,,,,
desclan01,2016,1,CIN,NL,P,20,20,370,3,17,0,1,,,,,
desclan01,2018,1,CIN,NL,P,21,21,345,5,13,3,0,,,,,
desclan01,2019,1,CIN,NL,P,31,31,500,13,14,0,0,,,,,
desclan01,2020,1,CIN,NL,P,9,7,101,4,3,0,0,,,,,
desclan01,2021,1,SFN,NL,P,31,31,503,8,16,0,1,,,,,
desclan01,2022,1,SFN,NL,P,5,5,57,1,0,0,0,,,,,
desclan01,2023,1,SFN,NL,P,19,18,299,10,18,1,2,,,,,
deshide02,2015,1,TEX,AL,2B,1,0,9,0,3,0,0,,,,,
deshide02,2015,1,TEX,AL,OF,113,110,2780,252,6,6,2,,,,,
deshide02,2016,1,TEX,AL,OF,59,49,1272,102,1,3,0,,,,,
deshide02,2017,1,TEX,AL,OF,106,99,2583,208,9,2,3,,,,,
deshide02,2018,1,TEX,AL,OF,102,93,2488,275,6,7,2,,,,,
deshide02,2019,1,TEX,AL,OF,112,94,2582,261,2,5,1,,,,,
deshide02,2020,1,CLE,AL,OF,35,32,855,86,2,0,0,,,,,
deshide02,2021,1,CIN,NL,OF,20,13,339,35,0,1,0,,,,,
desmoia01,2015,1,WAS,NL,SS,155,155,4077,226,417,27,94,,,,,
desmoia01,2016,1,TEX,AL,OF,156,155,4080,330,8,12,2,,,,,
desmoia01,2017,1,COL,NL,1B,27,22,572,200,5,1,12,,,,,
desmoia01,2017,1,COL,NL,SS,1,1,16,1,3,0,0,,,,,
desmoia01,2017,1,COL,NL,OF,67,65,1699,106,2,3,0,,,,,
desmoia01,2018,1,COL,NL,1B,138,131,3474,1111,84,6,113,,,,,
desmoia01,2018,1,COL,NL,SS,3,1,27,0,1,0,0,,,,,
desmoia01,2018,1,COL,NL,OF,20,15,415,29,1,0,0,,,,,
desmoia01,2019,1,COL,NL,P,1,0,3,0,0,0,0,,,,,
desmoia01,2019,1,COL,NL,OF,118,104,2824,182,5,5,1,,,,,
despaod01,2015,1,SDN,NL,P,34,18,377,5,30,0,0,,,,,
despaod01,2016,1,BAL,AL,P,16,0,82,0,2,0,1,,,,,
despaod01,2016,2,MIA,NL,P,3,0,9,0,0,0,0,,,,,
despaod01,2017,1,MIA,NL,P,18,8,175,6,9,0,0,,,,,
despaod01,2018,2,LAA,AL,P,8,4,56,2,3,0,0,,,,,
despaod01,2018,1,MIA,NL,P,11,1,61,1,7,0,0,,,,,
despaod01,2019,1,CHA,AL,P,3,3,40,0,0,0,0,,,,,
detmere01,2021,1,LAA,AL,P,5,5,62,0,2,0,0,,,,,
detmere01,2022,1,LAA,AL,P,25,25,387,2,12,2,0,,,,,
detmere01,2023,1,LAA,AL,P,28,28,446,1,7,0,0,,,,,
detmere01,2024,1,LAA,AL,P,17,17,262,3,5,0,0,,,,,
detwiro01,2015,2,ATL,NL,P,24,0,46,1,5,0,0,,,,,
detwiro01,2015,1,TEX,AL,P,17,7,129,3,10,0,0,,,,,
detwiro01,2016,1,CLE,AL,P,7,0,14,0,1,0,0,,,,,
detwiro01,2016,2,OAK,AL,P,9,7,132,2,2,0,0,,,,,
detwiro01,2018,1,SEA,AL,P,1,0,18,0,0,0,0,,,,,
detwiro01,2019,1,CHA,AL,P,18,12,209,2,5,0,0,,,,,
detwiro01,2020,1,CHA,AL,P,16,0,59,1,5,0,0,,,,,
detwiro01,2021,1,MIA,NL,P,46,5,136,4,4,1,0,,,,,
detwiro01,2021,2,SDN,NL,P,7,0,21,0,0,0,0,,,,,
detwiro01,2022,1,CIN,NL,P,30,0,79,1,0,0,0,,,,,
devench02,2016,1,HOU,AL,P,48,5,325,5,10,0,2,,,,,
devench02,2017,1,HOU,AL,P,62,0,242,9,9,0,2,,,,,
devench02,2018,1,HOU,AL,P,50,1,142,3,7,1,0,,,,,
devench02,2019,1,HOU,AL,P,61,1,207,5,5,1,0,,,,,
devench02,2020,1,HOU,AL,P,4,0,11,0,1,0,0,,,,,
devench02,2021,1,ARI,NL,P,8,0,22,0,1,0,0,,,,,
devench02,2022,1,ARI,NL,P,10,0,32,0,0,0,0,,,,,
devench02,2022,2,PHI,NL,P,3,0,12,0,0,0,0,,,,,
devench02,2023,1,LAA,AL,P,29,0,101,4,3,0,0,,,,,
devench02,2023,2,TBA,AL,P,9,0,26,0,1,0,0,,,,,
devench02,2024,1,TBA,AL,P,19,0,80,2,1,0,0,,,,,
deverjo01,2021,1,MIA,NL,2B,13,6,194,5,18,0,1,,,,,
deverjo01,2021,1,MIA,NL,SS,5,4,87,5,4,1,2,,,,,
deverjo01,2024,1,MIA,NL,1B,1,0,1,0,0,0,0,,,,,
deverjo01,2024,1,MIA,NL,2B,1,1,27,0,3,0,0,,,,,
deverra01,2017,1,BOS,AL,3B,56,56,1523,28,107,14,12,,,,,
deverra01,2018,1,BOS,AL,3B,116,113,3050,57,245,24,14,,,,,
deverra01,2019,1,BOS,AL,3B,152,151,4059,117,292,22,20,,,,,
deverra01,2019,1,BOS,AL,SS,1,0,6,0,0,0,0,,,,,
deverra01,2020,1,BOS,AL,3B,57,55,1425,30,84,14,12,,,,,
deverra01,2021,1,BOS,AL,2B,2,0,9,0,1,0,0,,,,,
deverra01,2021,1,BOS,AL,3B,151,151,3897,147,269,22,37,,,,,
deverra01,2022,1,BOS,AL,3B,138,137,3558,124,255,14,29,,,,,
deverra01,2023,1,BOS,AL,3B,151,149,3879,104,247,19,24,,,,,
deverra01,2023,1,BOS,AL,SS,1,0,3,0,0,0,0,,,,,
deverra01,2024,1,BOS,AL,3B,130,130,3415,102,185,12,19,,,,,
dezenza01,2024,1,HOU,AL,1B,14,12,306,81,2,1,9,,,,,
dezenza01,2024,1,HOU,AL,3B,3,0,21,1,1,0,0,,,,,
diamosc01,2016,1,TOR,AL,P,1,0,3,0,0,0,0,,,,,
diazal02,2016,1,SLN,NL,2B,1,0,6,1,2,0,1,,,,,
diazal02,2016,1,SLN,NL,SS,106,103,2730,122,275,16,68,,,,,
diazal02,2017,1,SLN,NL,2B,1,0,6,2,2,0,1,,,,,
diazal02,2017,1,SLN,NL,3B,4,3,69,2,3,0,1,,,,,
diazal02,2017,1,SLN,NL,SS,68,66,1767,81,147,6,41,,,,,
diazal02,2017,1,SLN,NL,OF,3,0,27,2,0,0,0,,,,,
diazal02,2018,1,TOR,AL,3B,38,30,785,18,53,2,4,,,,,
diazal02,2018,1,TOR,AL,SS,95,90,2400,124,221,7,55,,,,,
diazal02,2019,1,HOU,AL,1B,26,18,485,125,7,0,6,,,,,
diazal02,2019,1,HOU,AL,2B,25,16,455,19,33,0,6,,,,,
diazal02,2019,1,HOU,AL,3B,19,15,420,10,19,1,2,,,,,
diazal02,2019,1,HOU,AL,SS,5,2,66,2,7,2,0,,,,,
diazal02,2019,1,HOU,AL,OF,4,3,69,2,0,0,0,,,,,
diazal02,2020,1,HOU,AL,1B,2,2,51,10,1,0,0,,,,,
diazal02,2020,1,HOU,AL,2B,10,8,228,14,19,0,3,,,,,
diazal02,2020,1,HOU,AL,3B,3,3,51,3,1,0,1,,,,,
diazal02,2020,1,HOU,AL,OF,1,1,12,1,0,0,0,,,,,
diazal02,2021,1,HOU,AL,1B,12,10,282,87,7,0,5,,,,,
diazal02,2021,1,HOU,AL,2B,13,9,261,11,29,1,7,,,,,
diazal02,2021,1,HOU,AL,3B,30,28,744,22,60,1,5,,,,,
diazal02,2021,1,HOU,AL,SS,9,7,178,4,14,1,0,,,,,
diazal02,2021,1,HOU,AL,OF,16,12,297,21,0,0,0,,,,,
diazal02,2022,1,HOU,AL,1B,6,5,135,45,2,0,4,,,,,
diazal02,2022,1,HOU,AL,2B,22,18,498,19,38,0,3,,,,,
diazal02,2022,1,HOU,AL,3B,10,8,213,1,8,0,1,,,,,
diazal02,2022,1,HOU,AL,SS,18,16,432,14,43,2,8,,,,,
diazal02,2022,1,HOU,AL,OF,29,22,575,36,1,1,0,,,,,
diazal02,2023,1,OAK,AL,1B,10,2,77,16,0,0,2,,,,,
diazal02,2023,1,OAK,AL,2B,11,8,213,18,17,0,9,,,,,
diazal02,2023,1,OAK,AL,3B,40,28,762,22,51,2,9,,,,,
diazal02,2023,1,OAK,AL,SS,40,31,765,33,57,2,7,,,,,
diazal02,2023,1,OAK,AL,OF,13,9,204,10,0,1,0,,,,,
diazal02,2024,2,HOU,AL,1B,1,1,24,5,1,0,1,,,,,
diazal02,2024,2,HOU,AL,2B,1,0,3,1,1,0,1,,,,,
diazal02,2024,1,OAK,AL,1B,4,2,52,16,3,0,1,,,,,
diazal02,2024,1,OAK,AL,2B,1,1,30,0,3,0,1,,,,,
diazal02,2024,1,OAK,AL,3B,1,1,21,1,0,0,0,,,,,
diazal02,2024,1,OAK,AL,SS,6,5,123,5,13,0,2,,,,,
diazal02,2024,1,OAK,AL,OF,1,0,0,0,0,0,0,,,,,
diazal03,2022,1,CIN,NL,P,59,0,191,2,6,1,1,,,,,
diazal03,2023,1,CIN,NL,P,71,0,202,5,6,2,1,,,,,
diazal03,2024,1,CIN,NL,P,60,0,169,4,2,0,1,,,,,
diazda01,2016,1,CIN,NL,P,6,0,20,0,0,0,0,,,,,
diazda01,2017,1,HOU,AL,P,10,1,39,1,2,0,0,,,,,
diazed04,2016,1,SEA,AL,P,49,0,155,2,1,0,0,,,,,
diazed04,2017,1,SEA,AL,P,66,0,198,2,4,1,0,,,,,
diazed04,2018,1,SEA,AL,P,73,0,220,1,6,0,0,,,,,
diazed04,2019,1,NYN,NL,P,66,0,174,2,3,0,0,,,,,
diazed04,2020,1,NYN,NL,P,26,0,77,0,0,1,0,,,,,
diazed04,2021,1,NYN,NL,P,63,0,188,4,5,0,0,,,,,
diazed04,2022,1,NYN,NL,P,61,0,186,4,1,1,0,,,,,
diazed04,2024,1,NYN,NL,P,54,0,161,1,3,1,0,,,,,
diazel01,2016,1,PIT,NL,C,1,1,27,7,4,0,0,0,,0,1,
diazel01,2017,1,PIT,NL,C,55,44,1222,356,37,4,4,3,,19,8,
diazel01,2018,1,PIT,NL,C,70,59,1648,501,41,9,6,0,,29,11,
diazel01,2019,1,PIT,NL,C,96,75,2120,694,47,12,5,8,,42,15,
diazel01,2020,1,COL,NL,C,24,13,378,79,9,0,1,0,,7,1,
diazel01,2021,1,COL,NL,C,98,87,2325,699,48,4,5,8,,22,16,
diazel01,2022,1,COL,NL,C,104,94,2500,672,52,11,3,3,,48,15,
diazel01,2023,1,COL,NL,C,126,116,3014,807,48,10,9,6,35,73,22,
diazel01,2024,1,COL,NL,C,67,63,1615,403,27,4,1,0,30,44,17,
diazel01,2024,2,SDN,NL,C,12,7,198,64,2,0,0,1,4,3,1,
diazis01,2019,1,MIA,NL,2B,48,47,1255,71,106,9,21,,,,,
diazis01,2020,1,MIA,NL,2B,7,6,141,11,18,0,6,,,,,
diazis01,2021,1,MIA,NL,2B,35,33,811,44,66,2,13,,,,,
diazis01,2021,1,MIA,NL,3B,37,30,836,17,68,6,8,,,,,
diazis01,2023,2,DET,AL,2B,2,1,30,1,2,0,1,,,,,
diazis01,2023,1,SFN,NL,2B,5,5,138,11,18,0,5,,,,,
diazis01,2023,1,SFN,NL,3B,1,1,27,0,2,0,0,,,,,
diazja01,2015,1,COL,NL,P,21,0,57,1,1,0,0,,,,,
diazja01,2017,1,COL,NL,P,4,0,15,1,1,0,2,,,,,
diazja01,2019,1,COL,NL,P,56,0,173,6,6,2,2,,,,,
diazja01,2020,1,COL,NL,P,24,0,60,1,3,0,0,,,,,
diazjh01,2021,1,LAA,AL,P,3,2,39,1,2,0,1,,,,,
diazjh01,2022,1,LAA,AL,P,4,3,46,0,0,0,0,,,,,
diazjh01,2023,1,LAA,AL,P,4,1,21,2,1,0,0,,,,,
diazjh01,2024,1,SEA,AL,P,5,1,29,1,2,0,0,,,,,
diazjo02,2015,1,TOR,AL,SS,6,4,102,5,9,0,1,,,,,
diazjo02,2015,1,TOR,AL,OF,2,0,18,4,0,0,0,,,,,
diazjo03,2022,1,OAK,AL,1B,1,1,24,6,0,0,1,,,,,
diazjo03,2022,1,OAK,AL,2B,12,11,267,20,23,2,9,,,,,
diazjo03,2023,1,OAK,AL,1B,7,5,129,34,1,2,1,,,,,
diazjo03,2023,1,OAK,AL,2B,28,23,582,30,44,0,13,,,,,
diazjo03,2023,1,OAK,AL,3B,38,37,914,24,43,6,7,,,,,
diazju03,2015,1,CIN,NL,P,61,0,181,6,1,0,1,,,,,
diazju03,2016,1,CIN,NL,P,45,0,129,1,3,2,0,,,,,
diazju03,2017,1,TBA,AL,P,31,0,90,0,3,0,0,,,,,
diazle01,2020,1,MIA,NL,1B,11,10,255,88,6,0,10,,,,,
diazle01,2021,1,MIA,NL,1B,32,29,776,204,34,0,24,,,,,
diazle01,2022,1,MIA,NL,1B,56,47,1230,378,32,0,40,,,,,
diazmi02,2017,1,SDN,NL,P,31,3,125,3,5,1,0,,,,,
diazmi02,2018,1,SDN,NL,P,11,0,56,1,1,0,0,,,,,
diazmi02,2019,1,SDN,NL,P,5,0,19,0,0,0,0,,,,,
diazmi02,2021,1,SDN,NL,P,25,2,126,1,6,1,1,,,,,
diazmi02,2022,1,DET,AL,P,3,0,11,0,0,0,0,,,,,
diazmi02,2023,1,DET,AL,P,12,3,42,0,1,0,0,,,,,
diazmi02,2024,1,HOU,AL,P,1,0,3,0,0,0,0,,,,,
